Mun_Code,Mun_Name,landslide_per,stormsurge_per,Bu_p_inSSA,Bu_p_LS,Red_per_LSbldg,Or_per_LSblg,Yel_per_LSSAb,RED_per_SSAbldg,OR_per_SSAbldg,Yellow_per_LSbl
PH150710000,HADJI MOHAMMAD AJUL,2.75,0.39,0.39,2.75,0.08,0,2.68,0.39,0,0
PH150711000,UNGKAYA PUKAN,0.22,0.22,0.22,0.22,0,0,0.22,0.22,0,0
PH150712000,HADJI MUHTAMAD,3.59,2.34,2.34,3.59,0,0,3.59,2.34,0,0
PH150713000,TABUAN-LASA,0.77,12.34,12.3,0.77,0,0,0.77,12.34,0,0
PH153601000,BACOLOD-KALAWI (BACOLOD GRANDE),0,0,0,0,0,0,0,0,0,0
PH153602000,BALABAGAN,0,0,0,0,0,0,0,0,0,0
PH153603000,BALINDONG (WATU),0.12,0,0,0.12,0.06,0.06,0,0,0,0
PH153604000,BAYANG,0.14,0,0,0.14,0.14,0,0,0,0,0
PH153605000,BINIDAYAN,1.48,0,0,1.48,1.48,0,0,0,0,0
PH153606000,BUBONG,0.08,0,0,0.08,0.08,0,0,0,0,0
PH153607000,BUTIG,0.39,0,0,0.39,0.13,0,0.26,0,0,0
PH153609000,GANASSI,0.71,0,0,0.71,0.71,0,0,0,0,0
PH153610000,KAPAI,0,0,0,0,0,0,0,0,0,0
PH153611000,LUMBA-BAYABAO (MAGUING),0.19,0,0,0.19,0.19,0,0,0,0,0
PH153612000,LUMBATAN,0.05,0,0,0,0.05,0,0,0,0,0
PH153613000,MADALUM,0,0,0,0,0,0,0,0,0,0
PH153614000,MADAMBA,0.28,0,0,0.28,0.28,0,0,0,0,0
PH153615000,MALABANG,0,0,0,0,0,0,0,0,0,0
PH153616000,MARANTAO,0,0,0,0,0,0,0,0,0,0
PH153617000,MARAWI CITY (Capital),0.44,0,0,0.44,0.05,0,0.4,0,0,0
PH153618000,MASIU,0,0,0,0,0,0,0,0,0,0
PH153619000,MULONDO,0,0,0,0,0,0,0,0,0,0
PH153620000,PAGAYAWAN (TATARIKAN),0,0,0,0,0,0,0,0,0,0
PH153621000,PIAGAPO,0.46,0,0,0.46,0.46,0,0,0,0,0
PH153622000,POONA BAYABAO (GATA),0,0,0,0,0,0,0,0,0,0
PH153623000,PUALAS,0.1,0,0,0.1,0.1,0,0,0,0,0
PH153624000,DITSAAN-RAMAIN,0.19,0,0,0.19,0.19,0,0,0,0,0
PH153625000,SAGUIARAN,0.02,0,0,0,0.02,0,0,0,0,0
PH153626000,TAMPARAN,0,0,0,0,0,0,0,0,0,0
PH153627000,TARAKA,0,0,0,0,0,0,0,0,0,0
PH153628000,TUBARAN,0.13,0,0,0.13,0.13,0,0,0,0,0
PH153629000,TUGAYA,0.26,0,0,0.26,0.26,0,0,0,0,0
PH153630000,WAO,0,0,0,0,0,0,0,0,0,0
PH153631000,MAROGONG,0,0,0,0,0,0,0,0,0,0
PH153632000,CALANOGAS,0,0,0,0,0,0,0,0,0,0
PH153633000,BUADIPOSO-BUNTONG,0,0,0,0,0,0,0,0,0,0
PH153634000,MAGUING,0.07,0,0,0.07,0.07,0,0,0,0,0
PH153635000,PICONG (SULTAN GUMANDER),0.4,0.32,0.32,0.4,0.32,0,0.08,0.32,0,0
PH153636000,LUMBAYANAGUE,1.95,0,0,1.95,0,0,1.95,0,0,0
PH153637000,BUMBARAN,0.3,0,0,0.3,0.3,0,0,0,0,0
PH153638000,TAGOLOAN II,1.61,0,0,1.61,1.61,0,0,0,0,0
PH153639000,KAPATAGAN,0,0,0,0,0,0,0,0,0,0
PH153640000,SULTAN DUMALONDONG,0.64,0,0,0.64,0,0,0.64,0,0,0
PH153641000,LUMBACA-UNAYAN,0,0,0,0,0,0,0,0,0,0
PH153801000,AMPATUAN,0.12,0,0,0.12,0.04,0,0.08,0,0,0
PH153802000,BULDON,0.22,0,0,0.22,0.22,0,0,0,0,0
PH153803000,BULUAN,0,0,0,0,0,0,0,0,0,0
PH153805000,DATU PAGLAS,0,0,0,0,0,0,0,0,0,0
PH153806000,DATU PIANG,0,0,0,0,0,0,0,0,0,0
PH153807000,DATU ODIN SINSUAT (DINAIG),0.19,0.01,0.01,0.19,0.15,0,0.05,0,0,0.01
PH153808000,SHARIFF AGUAK (MAGANOY) (Capital),0,0,0,0,0,0,0,0,0,0
PH153809000,MATANOG,0.34,0,0,0.34,0,0,0.34,0,0,0
PH153810000,PAGALUNGAN,0,0,0,0,0,0,0,0,0,0
PH153811000,PARANG,0.35,0,0,0.35,0,0.02,0.33,0,0,0
PH153812000,SULTAN KUDARAT (NULING),0.31,0,0,0.31,0,0,0.31,0,0,0
PH153813000,SULTAN SA BARONGIS (LAMBAYONG),0,0,0,0,0,0,0,0,0,0
PH153814000,KABUNTALAN (TUMBAO),0,0,0,0,0,0,0,0,0,0
PH153815000,UPI,0.21,0.06,0.06,0.21,0.19,0.02,0,0,0,0.06
PH153816000,TALAYAN,0.19,0,0,0.19,0.19,0,0,0,0,0
PH153817000,SOUTH UPI,0.45,0.02,0.02,0.45,0.07,0.02,0.36,0,0,0.02
PH153818000,BARIRA,0,0,0,0,0,0,0,0,0,0
PH153819000,GEN. S.K. PENDATUN,0,0,0,0,0,0,0,0,0,0
PH153820000,MAMASAPANO,0,0,0,0,0,0,0,0,0,0
PH153821000,TALITAY,0,0,0,0,0,0,0,0,0,0
PH153822000,PAGAGAWAN,0,0,0,0,0,0,0,0,0,0
PH153823000,PAGLAT,0,0,0,0,0,0,0,0,0,0
PH153824000,SULTAN MASTURA,0.16,0,0,0.16,0,0,0.16,0,0,0
PH153825000,GUINDULUNGAN,0.11,0,0,0.11,0.11,0,0,0,0,0
PH153826000,DATU SAUDI-AMPATUAN,0,0,0,0,0,0,0,0,0,0
PH153827000,DATU UNSAY,0,0,0,0,0,0,0,0,0,0
PH153828000,DATU ABDULLAH SANGKI,0,0,0,0,0,0,0,0,0,0
PH153829000,RAJAH BUAYAN,0,0,0,0,0,0,0,0,0,0
PH153830000,DATU BLAH T. SINSUAT,1.87,1.44,1.44,1.87,0.65,0,1.22,1.36,0.07,0
PH153831000,DATU ANGGAL MIDTIMBANG,0,0,0,0,0,0,0,0,0,0
PH153832000,MANGUDADATU,0,0,0,0,0,0,0,0,0,0
PH153833000,PANDAG,0,0,0,0,0,0,0,0,0,0
PH153834000,NORTHERN KABUNTALAN,0,0,0,0,0,0,0,0,0,0
PH153835000,DATU HOFFER AMPATUAN,0,0,0,0,0,0,0,0,0,0
PH153836000,DATU SALIBO,0,0,0,0,0,0,0,0,0,0
PH153837000,SHARIFF SAYDONA MUSTAPHA,0,0,0,0,0,0,0,0,0,0
PH156601000,INDANAN,1.7,1.16,1.16,1.7,0,0,1.7,1.16,0,0
PH156602000,JOLO (Capital),3.21,24.47,24.4,3.21,0,0,3.21,24.47,0,0
PH156603000,KALINGALAN CALUANG,1.35,0.36,0.36,1.35,0,0,1.35,0.36,0,0
PH156604000,LUUK,1.02,0.8,0.8,1.02,0,0,1.02,0.8,0,0
PH156605000,MAIMBUNG,1.78,3.48,3.48,1.78,0,0,1.78,3.48,0,0
PH156606000,HADJI PANGLIMA TAHIL (MARUNGGAS),0,31.58,31.5,0,0,0,0,31.58,0,0
PH156607000,OLD PANAMAO,1.23,0.54,0.54,1.23,0,0,1.23,0.54,0,0
PH156608000,PANGUTARAN,0.11,2.36,2.36,0.11,0,0,0.11,2.36,0,0
PH156609000,PARANG,1.24,0.53,0.53,1.24,0.12,0,1.12,0.53,0,0
PH156610000,PATA,3.84,0.31,0.31,3.84,0,0,3.84,0.31,0,0
PH156611000,PATIKUL,1.86,0.25,0.25,1.86,0,0,1.86,0.25,0,0
PH156612000,SIASI,1.73,2.07,2.07,1.73,0,0,1.73,2.07,0,0
PH156613000,TALIPAO,0.48,0.24,0.24,0.48,0.08,0,0.4,0.24,0,0
PH156614000,TAPUL,10.06,2.52,2.52,10,0,0,10.06,2.52,0,0
PH156615000,TONGKIL,1.56,18.01,18,1.56,0,0,1.56,18.01,0,0
PH156616000,PANGLIMA ESTINO (NEW PANAMAO),1.98,0.37,0.37,1.98,0.12,0,1.85,0.37,0,0
PH156617000,LUGUS,3.45,1.04,1.04,3.45,0,0,3.45,1.04,0,0
PH156618000,PANDAMI,2.95,0.31,0.31,2.95,0,0,2.95,0.31,0,0
PH156619000,OMAR,1.66,1,1,1.66,0.08,0,1.58,1,0,0
PH157001000,PANGLIMA SUGALA (BALIMBING),3.71,0.85,0.85,3.71,0.13,0,3.58,0.85,0,0
PH157002000,BONGAO (Capital),6.14,0.83,0.83,6.14,0.42,0,5.72,0.77,0,0.06
PH157003000,MAPUN (CAGAYAN DE TAWI-TAWI),3.45,0.73,0.73,3.45,0,0,3.45,0.73,0,0
PH157004000,SIMUNUL,0.31,4.3,4.3,0.31,0,0,0.31,4.3,0,0
PH157005000,SITANGKAI,0,1.6,1.6,0,0,0,0,1.6,0,0
PH157006000,SOUTH UBIAN,1.21,0.3,0.3,1.21,0,0,1.21,0.3,0,0
PH157007000,TANDUBAS,2.08,4.25,4.25,2.08,0,0,2.08,4.16,0,0.09
PH157008000,TURTLE ISLANDS,0,0,0,0,0,0,0,0,0,0
PH157009000,LANGUYAN,2.63,1.06,1.06,2.63,0,0,2.63,1.06,0,0
PH157010000,SAPA-SAPA,3.32,0.86,0.86,3.32,0,0,3.32,0.86,0,0
PH157011000,SIBUTU,0.74,4.31,4.31,0.74,0,0,0.74,4.31,0,0
PH160201000,BUENAVISTA,0.76,25.13,25.1,0.76,0.04,0.02,0.7,25.13,0,0
PH160202000,BUTUAN CITY (Capital),1.63,1.46,1.46,1.63,0,0,1.63,1.43,0.04,0
PH160203000,CITY OF CABADBARAN,2.04,22.58,22.5,2.04,0,0,2.04,22.55,0.03,0
PH160204000,CARMEN,1.94,5.37,5.37,1.94,0,0,1.94,5.29,0,0.07
PH160205000,JABONGA,1.06,0,0,1.06,0,0,1.06,0,0,0
PH160206000,KITCHARAO,1.23,0,0,1.23,0,0,1.23,0,0,0
PH160207000,LAS NIEVES,0,0,0,0,0,0,0,0,0,0
PH160208000,MAGALLANES,0.77,69.32,69.3,0.77,0,0,0.77,69.32,0,0
PH160209000,NASIPIT,2.7,3.9,3.9,2.7,0,0,2.7,3.9,0,0
PH160210000,SANTIAGO,0.22,0,0,0.22,0.22,0,0,0,0,0
PH160211000,TUBAY,2.07,10.41,10.4,2.07,0,0,2.07,10.41,0,0
PH160212000,REMEDIOS T. ROMUALDEZ,0.34,0.09,0.09,0.34,0,0,0.34,0.09,0,0
PH160301000,CITY OF BAYUGAN,0,0,0,0,0,0,0,0,0,0
PH160302000,BUNAWAN,0,0,0,0,0,0,0,0,0,0
PH160303000,ESPERANZA,0.21,0,0,0.21,0.19,0.02,0,0,0,0
PH160304000,LA PAZ,0,0,0,0,0,0,0,0,0,0
PH160305000,LORETO,0.03,0,0,0.03,0.03,0,0,0,0,0
PH160306000,PROSPERIDAD (Capital),0.02,0,0,0.02,0.02,0,0,0,0,0
PH160307000,ROSARIO,0,0,0,0,0,0,0,0,0,0
PH160308000,SAN FRANCISCO,0,0,0,0,0,0,0,0,0,0
PH160309000,SAN LUIS,0,0,0,0,0,0,0,0,0,0
PH160310000,SANTA JOSEFA,0,0,0,0,0,0,0,0,0,0
PH160311000,TALACOGON,0,0,0,0,0,0,0,0,0,0
PH160312000,TRENTO,0,0,0,0,0,0,0,0,0,0
PH160313000,VERUELA,0,0,0,0,0,0,0,0,0,0
PH160314000,SIBAGAT,0.09,0,0,0.09,0.09,0,0,0,0,0
PH166701000,ALEGRIA,0.34,0.11,0.11,0.34,0.34,0,0,0,0,0.11
PH166702000,BACUAG,1.38,18.57,18.5,1.38,0.1,0,1.28,18.57,0,0
PH166704000,BURGOS,2.38,2.78,2.78,2.38,0,0,2.38,2.78,0,0
PH166706000,CLAVER,2.94,5.01,5.01,2.94,0.33,0,2.6,4.61,0.3,0.1
PH166707000,DAPA,2.05,3.8,3.8,2.05,0.12,0,1.93,3.8,0,0
PH166708000,DEL CARMEN,4.52,1.22,1.22,4.52,0,0,4.52,1.22,0,0
PH166710000,GENERAL LUNA,0.31,14.58,14.5,0.31,0,0,0.31,14.43,0.08,0.08
PH166711000,GIGAQUIT,1.53,12.41,12.4,1.53,0.22,0,1.31,12.41,0,0
PH166714000,MAINIT,0.21,0,0,0.21,0.21,0,0,0,0,0
PH166715000,MALIMONO,8.12,0.19,0.19,8.12,0.58,0,7.54,0.19,0,0
PH166716000,PILAR,2.05,9.42,9.42,2.05,0,0,2.05,9.3,0.12,0
PH166717000,PLACER,1.71,1.92,1.92,1.71,0,0,1.71,1.87,0,0.05
PH166718000,SAN BENITO,2.29,0.92,0.92,2.29,0,0,2.29,0.92,0,0
PH166719000,SAN FRANCISCO (ANAO-AON),7.11,2.09,2.09,7.11,0,0,7.11,2.09,0,0
PH166720000,SAN ISIDRO,2.01,0.43,0.43,2.01,0,0,2.01,0.29,0,0.14
PH166721000,SANTA MONICA (SAPAO),2.18,3.51,3.51,2.18,0,0,2.18,3.51,0,0
PH166722000,SISON,0,0,0,0,0,0,0,0,0,0
PH166723000,SOCORRO,2.51,0.91,0.91,2.51,0,0,2.51,0.91,0,0
PH166724000,SURIGAO CITY (Capital),2.41,14.24,14.2,2.42,0.03,0.01,2.37,14.2,0.01,0.03
PH166725000,TAGANA-AN,3.13,10.25,10.2,3.17,0,0.06,3.07,10.25,0,0
PH166727000,TUBOD,0,0,0,0,0,0,0,0,0,0
PH166801000,BAROBO,2.63,0.27,0.27,2.63,0.05,0,2.57,0.21,0,0.05
PH166802000,BAYABAS,4.19,26.01,26,4.19,0,0,4.19,26.01,0,0
PH166803000,CITY OF BISLIG,2.12,12.73,12.7,2.12,0.3,0,1.82,12.72,0,0.02
PH166804000,CAGWAIT,2.23,11.37,11.3,2.23,0,0.08,2.15,11.37,0,0
PH166805000,CANTILAN,0.87,35.65,35.6,0.87,0.15,0,0.73,35.29,0.36,0
PH166806000,CARMEN,1.19,1,1,1.19,0,0,1.19,0.46,0.36,0.18
PH166807000,CARRASCAL,3.1,20.98,20.9,3.1,0.14,0,2.96,20.94,0,0.05
PH166808000,CORTES,5.01,2.97,2.97,5.01,0,0,5.01,2.97,0,0
PH166809000,HINATUAN,1.38,17.81,17.8,1.38,0,0,1.38,17.81,0,0
PH166810000,LANUZA,2.49,10.19,10.1,2.49,0.15,0,2.35,9.38,0.81,0
PH166811000,LIANGA,1.68,12.2,12.2,1.68,0.05,0,1.63,12.2,0,0
PH166812000,LINGIG,1.17,7.88,7.88,1.17,0,0,1.17,7.88,0,0
PH166813000,MADRID,1.45,3.84,3.84,1.45,0.13,0,1.32,3.84,0,0
PH166814000,MARIHATAG,1.64,19.02,19,1.64,0,0,1.64,18.81,0.1,0.1
PH166815000,SAN AGUSTIN,1.1,19.16,19.1,1.1,0,0,1.1,19.16,0,0
PH166816000,SAN MIGUEL,0.22,0,0,0.22,0.22,0,0,0,0,0
PH166817000,TAGBINA,0,0,0,0,0,0,0,0,0,0
PH166818000,TAGO,1.71,21.81,21.8,1.71,0,0.04,1.67,21.24,0.53,0.04
PH166819000,CITY OF TANDAG (Capital),1.63,38.03,38,1.63,0,0,1.63,38.01,0,0.03
PH168501000,BASILISA (RIZAL),3.07,0.09,0.09,3.07,0.28,0,2.79,0.09,0,0
PH168502000,CAGDIANAO,1.89,0.11,0.11,1.89,0.21,0,1.68,0.11,0,0
PH168503000,DINAGAT,0,0,0,0,0,0,0,0,0,0
PH168504000,LIBJO (ALBOR),3.2,0.09,0.09,3.2,0.19,0,3.01,0.09,0,0
PH168505000,LORETO,4.58,3.4,3.4,4.58,0.79,0,3.8,3.27,0,0.13
PH168506000,SAN JOSE (Capital),0,0,0,0,0,0,0,0,0,0
PH168507000,TUBAJON,3.88,3.39,3.39,3.88,0.81,0,3.07,3.23,0,0.16
PH174001000,BOAC (Capital),0,0,0,0,0,0,0,0,0,0
PH174002000,BUENAVISTA,0,0,0,0,0,0,0,0,0,0
PH174003000,GASAN,0,0,0,0,0,0,0,0,0,0
PH174004000,MOGPOG,0,0,0,0,0,0,0,0,0,0
PH174005000,SANTA CRUZ,0,0,0,0,0,0,0,0,0,0
PH174006000,TORRIJOS,0,0,0,0,0,0,0,0,0,0
PH175101000,ABRA DE ILOG,2.64,6.18,6.18,2.64,1.17,0.03,1.43,6.12,0,0.06
PH175102000,CALINTAAN,1.09,0.03,0.03,1.09,1.03,0,0.06,0.03,0,0
PH175103000,LOOC,3.26,10.14,10.1,3.26,0.27,0,2.99,10.14,0,0
PH175104000,LUBANG,2.78,11.49,11.4,2.78,0.06,0,2.72,11.49,0,0
PH175105000,MAGSAYSAY,0.2,0,0,0.2,0.2,0,0,0,0,0
PH175106000,MAMBURAO (Capital),1.66,38.13,38.1,1.66,0.35,0.02,1.29,38.07,0,0.07
PH175107000,PALUAN,4.37,3.59,3.59,4.37,1.8,0,2.57,3.59,0,0
PH175108000,RIZAL,0.37,0,0,0.37,0.37,0,0,0,0,0
PH175109000,SABLAYAN,3.67,10.66,10.6,3.67,2.59,0.01,1.08,10.6,0.01,0.04
PH175110000,SAN JOSE,0.13,0.01,0.01,0.13,0.13,0,0,0,0,0.01
PH175111000,SANTA CRUZ,2.49,21.04,21,2.49,1.84,0,0.65,21.01,0.03,0
PH175201000,BACO,2.58,7.27,7.27,2.58,2.04,0.02,0.52,7.21,0.02,0.04
PH175202000,BANSUD,1.11,2.26,2.26,1.11,0.3,0,0.81,2.2,0.04,0.02
PH175203000,BONGABONG,1.46,16.07,16,1.46,0.31,0,1.16,16.05,0,0.01
PH175204000,BULALACAO (SAN PEDRO),0.19,0,0,0.19,0.17,0,0.03,0,0,0
PH175205000,CITY OF CALAPAN (Capital),1.38,12.28,12.2,1.38,0,0,1.38,12.28,0.01,0
PH175206000,GLORIA,1.4,2.13,2.13,1.4,0.13,0,1.27,2.07,0.06,0
PH175207000,MANSALAY,3.94,2.35,2.35,3.94,0.6,0,3.33,2.33,0,0.02
PH175208000,NAUJAN,0.82,7.89,7.89,0.82,0.4,0,0.43,7.74,0.15,0
PH175209000,PINAMALAYAN,1.59,10.43,10.4,1.59,0.05,0.01,1.53,9.99,0.44,0
PH175210000,POLA,1.47,1.63,1.63,1.47,0.06,0.03,1.38,1.63,0,0
PH175211000,PUERTO GALERA,6.47,1.07,1.07,6.47,0.64,0.03,5.8,0.92,0,0.15
PH175212000,ROXAS,1.22,4.11,4.11,1.22,0.16,0,1.07,4.05,0.06,0
PH175213000,SAN TEODORO,3.59,4.73,4.73,3.59,2.45,0,1.14,4.69,0,0.04
PH175214000,SOCORRO,0.07,0.07,0.07,0.07,0.07,0,0,0,0,0.07
PH175215000,VICTORIA,0.1,0,0,0.1,0.1,0,0,0,0,0
PH175301000,ABORLAN,1.94,3.82,3.82,1.94,0.05,0,1.88,3.82,0,0
PH175302000,AGUTAYA,5.52,0.36,0.36,5.52,0,0,5.52,0.36,0,0
PH175303000,ARACELI,0.07,0,0,0.07,0.07,0,0,0,0,0
PH175304000,BALABAC,4.4,3.14,3.14,4.4,0,0,4.4,2.95,0.19,0
PH175305000,BATARAZA,1.81,2.68,2.68,1.81,0.07,0,1.74,2.55,0.11,0.01
PH175306000,BROOKE'S POINT,1.48,8.98,8.98,1.48,0.41,0,1.07,8.92,0.06,0
PH175307000,BUSUANGA,0.16,0.08,0.08,0.16,0,0,0.16,0.08,0,0
PH175308000,CAGAYANCILLO,0,0,0,0,0,0,0,0,0,0
PH175309000,CORON,0.7,0.07,0.07,0.7,0.48,0.02,0.2,0.02,0,0.05
PH175310000,CUYO,1.62,0.08,0.08,1.62,0,0,1.62,0.08,0,0
PH175311000,DUMARAN,0.32,0.43,0.43,0.32,0.04,0,0.28,0.43,0,0
PH175312000,EL NIDO (BACUIT),4.89,2.22,2.22,4.89,0.44,0.02,4.43,2.15,0.05,0.02
PH175313000,LINAPACAN,1.94,0.61,0.61,1.94,0.1,0.1,1.74,0.41,0,0.2
PH175314000,MAGSAYSAY,0.32,0,0,0.33,0,0.05,0.27,0,0,0
PH175315000,NARRA,1.8,9.69,9.69,1.8,0.01,0,1.79,9.48,0.21,0
PH175316000,PUERTO PRINCESA CITY (Capital),3.46,2.12,2.12,3.46,0.09,0,3.37,2.1,0.02,0.01
PH175317000,QUEZON,2.51,4.5,4.5,2.51,0.07,0.02,2.43,4.48,0,0.02
PH175318000,ROXAS,1.86,10.56,10.5,1.86,0.12,0.01,1.73,10.56,0,0
PH175319000,SAN VICENTE,3.69,17.35,17.3,3.69,0.08,0.03,3.58,17.33,0,0.03
PH175320000,TAYTAY,3.4,1.14,1.14,3.4,0.15,0.02,3.22,1.1,0.01,0.02
PH175322000,CULION,0.84,0.11,0.11,0.84,0.05,0.05,0.74,0.05,0,0.05
PH175323000,RIZAL (MARCOS),2.34,10.02,10,2.34,0.1,0,2.24,9.99,0.03,0
PH175324000,SOFRONIO ESPAÃ‘OLA,2.43,2.94,2.94,2.42,0.01,0.05,2.37,2.91,0,0.03
PH175901000,ALCANTARA,0.18,0,0,0.18,0.09,0.09,0,0,0,0
PH175902000,BANTON,9.77,0,0,9.77,5.08,0,4.7,0,0,0
PH175903000,CAJIDIOCAN,2.01,4.02,4.02,2.01,0.08,0,1.93,4.02,0,0
PH175904000,CALATRAVA,4.48,2.04,2.04,4.48,0.2,0,4.28,2.04,0,0
PH175905000,CONCEPCION,5.77,0.21,0.21,5.77,1.03,0,4.74,0.21,0,0
PH175906000,CORCUERA,4.72,0.1,0.1,4.72,0.21,0,4.51,0.1,0,0
PH175907000,LOOC,0.08,0,0,0.08,0.08,0,0,0,0,0
PH175908000,MAGDIWANG,2.7,7.56,7.56,2.7,0,0,2.7,7.56,0,0
PH175909000,ODIONGAN,1.67,15.97,15.9,1.67,0.32,0,1.35,15.97,0,0
PH175910000,ROMBLON (Capital),6.03,0.38,0.38,6.03,0.05,0.11,5.87,0.38,0,0
PH175911000,SAN AGUSTIN,5.98,4.64,4.64,5.98,0.45,0.07,5.46,4.64,0,0
PH175912000,SAN ANDRES,3.18,6.35,6.35,3.18,0,0,3.18,6.35,0,0
PH175913000,SAN FERNANDO,3.54,2.11,2.11,3.54,1.58,0,1.96,2.11,0,0
PH175914000,SAN JOSE,0,0,0,0,0,0,0,0,0,0
PH175915000,SANTA FE,0,0,0,0,0,0,0,0,0,0
PH175916000,FERROL,0,0,0,0,0,0,0,0,0,0
PH175917000,SANTA MARIA (IMELDA),4.81,0.52,0.52,4.81,0.34,0,4.47,0.52,0,0
PH184501000,BACOLOD CITY (Capital),0,0,0,0,0,0,0,0,0,0
PH184502000,BAGO CITY,0.03,0,0,0.03,0.03,0,0,0,0,0
PH184503000,BINALBAGAN,0,0,0,0,0,0,0,0,0,0
PH184504000,CADIZ CITY,0.27,0,0,0.27,0.27,0,0,0,0,0
PH184505000,CALATRAVA,0.1,0,0,0.1,0.07,0.03,0,0,0,0
PH184506000,CANDONI,0.03,0,0,0.03,0.03,0,0,0,0,0
PH184507000,CAUAYAN,1.46,1.38,1.38,1.46,0.21,0,1.25,1.35,0.03,0
PH184508000,ENRIQUE B. MAGALONA (SARAVIA),0,0,0,0,0,0,0,0,0,0
PH184509000,CITY OF ESCALANTE,0,0,0,0,0,0,0,0,0,0
PH184510000,CITY OF HIMAMAYLAN,0,0,0,0,0,0,0,0,0,0
PH184511000,HINIGARAN,0,0,0,0,0,0,0,0,0,0
PH184512000,HINOBA-AN (ASIA),1.63,7.58,7.58,1.63,0.16,0.03,1.44,7.58,0,0
PH184513000,ILOG,0,0,0,0,0,0,0,0,0,0
PH184514000,ISABELA,0,0,0,0,0,0,0,0,0,0
PH184515000,CITY OF KABANKALAN,0,0,0,0,0,0,0,0,0,0
PH184516000,LA CARLOTA CITY,0.32,0,0,0.32,0.32,0,0,0,0,0
PH184517000,LA CASTELLANA,0.23,0,0,0.23,0.23,0,0,0,0,0
PH184518000,MANAPLA,0,0,0,0,0,0,0,0,0,0
PH184519000,MOISES PADILLA (MAGALLON),0.04,0,0,0.04,0.04,0,0,0,0,0
PH184520000,MURCIA,0.38,0,0,0.38,0.36,0.02,0,0,0,0
PH184521000,PONTEVEDRA,0.31,15.47,15.4,0.31,0,0,0.31,15.47,0,0
PH184522000,PULUPANDAN,0,0,0,0,0,0,0,0,0,0
PH184523000,SAGAY CITY,0.02,0,0,0.02,0,0.01,0.01,0,0,0
PH184524000,SAN CARLOS CITY,0.59,0.08,0.08,0.59,0.55,0.01,0.03,0.08,0,0
PH184525000,SAN ENRIQUE,1.75,35.67,35.6,1.75,0,0,1.75,35.67,0,0
PH184526000,SILAY CITY,0.03,0,0,0.03,0.03,0,0,0,0,0
PH184527000,CITY OF SIPALAY,1.61,7.77,7.77,1.61,0.32,0.02,1.27,7.75,0.02,0
PH184528000,CITY OF TALISAY,0.04,0,0,0.04,0.04,0,0,0,0,0
PH184529000,TOBOSO,0.13,0,0,0.13,0.03,0.1,0,0,0,0
PH184530000,VALLADOLID,0,0,0,0,0,0,0,0,0,0
PH184531000,CITY OF VICTORIAS,0,0,0,0,0,0,0,0,0,0
PH184532000,SALVADOR BENEDICTO,0.37,0,0,0.37,0.37,0,0,0,0,0
PH184601000,AMLAN (AYUQUITAN),2.93,7.33,7.33,2.92,0.03,0.02,2.88,7.33,0,0
PH184602000,AYUNGON,1.7,7.53,7.53,1.7,0.54,0.13,1.03,7.44,0,0.09
PH184603000,BACONG,1.61,0.02,0.02,1.61,0.05,0,1.56,0.02,0,0
PH184604000,BAIS CITY,2.32,11.87,11.8,2.32,0.47,0.02,1.84,11.78,0,0.09
PH184605000,BASAY,1.47,5.46,5.46,1.47,0.22,0,1.25,5.42,0,0.04
PH184606000,CITY OF BAYAWAN (TULONG),0.7,4.74,4.74,0.7,0.11,0,0.58,4.68,0.01,0.05
PH184607000,BINDOY (PAYABON),2.23,1.88,1.88,2.23,0.67,0.04,1.53,1.72,0,0.16
PH184608000,CANLAON CITY,0.63,0.1,0.1,0.63,0.61,0.02,0,0,0,0.1
PH184609000,DAUIN,2.02,0.21,0.21,2.01,0.04,0,1.98,0.21,0,0
PH184610000,DUMAGUETE CITY (Capital),2.23,1.11,1.11,2.23,0,0,2.23,1.1,0.01,0
PH184611000,CITY OF GUIHULNGAN,2.79,0.49,0.49,2.79,0.46,0.01,2.32,0.35,0.05,0.09
PH184612000,JIMALALUD,3.76,0.52,0.52,3.76,1.08,0.12,2.56,0.4,0,0.12
PH184613000,LA LIBERTAD,2.28,0.6,0.6,2.28,0.48,0,1.79,0.4,0,0.2
PH184614000,MABINAY,0.12,0.02,0.02,0.12,0.12,0,0,0,0,0.02
PH184615000,MANJUYOD,2.82,4.36,4.36,2.82,0.59,0.03,2.2,4.32,0,0.03
PH184616000,PAMPLONA,0.4,0,0,0.4,0.13,0.03,0.23,0,0,0
PH184617000,SAN JOSE,2.36,2.38,2.38,2.34,0.19,0.02,2.14,2.29,0,0.1
PH184618000,SANTA CATALINA,2.5,1.67,1.67,2.5,0.21,0.02,2.27,1.64,0,0.04
PH184619000,SIATON,3.03,4.44,4.44,3.03,0.2,0.04,2.79,4.33,0.02,0.09
PH184620000,SIBULAN,2.36,3.83,3.83,2.36,0.15,0,2.21,3.8,0.02,0.02
PH184621000,CITY OF TANJAY,2.78,21.88,21.8,2.78,0.05,0,2.74,21.7,0.13,0.05
PH184622000,TAYASAN,2.11,0.18,0.18,2.1,0.83,0.01,1.27,0.09,0,0.09
PH184623000,VALENCIA (LUZURRIAGA),1.26,0,0,1.26,1.23,0.04,0,0,0,0
PH184624000,VALLEHERMOSO,2.67,2,2,2.67,0.76,0.04,1.87,1.87,0,0.13
