id,pcode,Manucipality,typhoon,Year,Totally,Partially,total
3396,PH082610000,HERNANI,Haiyan,2013,1655,337,1992
3397,PH082611000,JIPAPAD,Haiyan,2013,205,150,355
3398,PH082612000,LAWAAN,Haiyan,2013,2866,,2866
3399,PH082613000,LLORENTE,Haiyan,2013,673,3391,4064
3400,PH082614000,MASLOG,Haiyan,2013,,7,7
3401,PH082615000,MAYDOLONG,Haiyan,2013,1770,406,2176
3402,PH082616000,MERCEDES,Haiyan,2013,183,1142,1325
3403,PH082618000,QUINAPONDAN,Haiyan,2013,2538,582,3120
3404,PH082619000,SALCEDO,Haiyan,2013,2561,1344,3905
3405,PH082620000,SAN JULIAN,Haiyan,2013,284,1203,1487
3406,PH082621000,SAN POLICARPO,Haiyan,2013,148,954,1102
3407,PH082622000,SULAT,Haiyan,2013,279,2492,2771
3408,PH082623000,TAFT,Haiyan,2013,150,1946,2096
3409,PH086001000,ALMAGRO,Haiyan,2013,150,1019,1169
3410,PH086002000,BASEY,Haiyan,2013,1161,,1161
3411,PH086006000,DARAM,Haiyan,2013,,658,658
3412,PH086010000,MARABUT,Haiyan,2013,2272,858,3130
3413,PH086011000,MATUGUINAO,Haiyan,2013,2,32,34
3414,PH086022000,PARANAS (WRIGHT),Haiyan,2013,55,915,970
3415,PH086013000,PINABACDAO,Haiyan,2013,565,768,1333
3416,PH086015000,SAN SEBASTIAN,Haiyan,2013,81,856,937
3417,PH086016000,SANTA MARGARITA,Haiyan,2013,2,87,89
3418,PH086018000,SANTO NIÑO,Haiyan,2013,56,87,143
3419,PH086017000,SANTA RITA,Haiyan,2013,1155,3002,4157
3420,PH086019000,TALALORA,Haiyan,2013,248,1314,1562
3421,PH086023000,ZUMARRAGA,Haiyan,2013,304,1508,1812
3422,PH086005000,CITY OF CATBALOGAN (Capital),Haiyan,2013,33,1127,1160
3423,PH086401000,ANAHAWAN,Haiyan,2013,20,281,301
3424,PH086402000,BONTOC,Haiyan,2013,110,952,1062
3425,PH086403000,HINUNANGAN,Haiyan,2013,178,1186,1364
3426,PH086404000,HINUNDAYAN,Haiyan,2013,116,809,925
3427,PH086405000,LIBAGON,Haiyan,2013,11,263,274
3428,PH086406000,LILOAN,Haiyan,2013,25,704,729
3429,PH086419000,LIMASAWA,Haiyan,2013,2,18,20
3430,PH086408000,MACROHON,Haiyan,2013,16,222,238
3431,PH086409000,MALITBOG,Haiyan,2013,13,314,327
3432,PH086410000,PADRE BURGOS,Haiyan,2013,13,167,180
3433,PH086411000,PINTUYAN,Haiyan,2013,13,149,162
3434,PH086412000,SAINT BERNARD,Haiyan,2013,27,772,799
3435,PH086413000,SAN FRANCISCO,Haiyan,2013,3,166,169
3436,PH086414000,SAN JUAN (CABALIAN),Haiyan,2013,77,560,637
3437,PH086415000,SAN RICARDO,Haiyan,2013,8,13,21
3438,PH086416000,SILAGO,Haiyan,2013,135,874,1009
3439,PH086417000,SOGOD,Haiyan,2013,102,1770,1872
3440,PH086418000,TOMAS OPPUS,Haiyan,2013,39,147,186
3441,PH086407000,CITY OF MAASIN (Capital),Haiyan,2013,25,165,190
3442,PH104308000,GINGOOG CITY,Haiyan,2013,,3,3
3443,PH101805000,SAGAY,Haiyan,2013,0,1,1
3444,PH101803000,MAHINOG,Haiyan,2013,2,9,11
3445,PH101804000,MAMBAJAO (Capital),Haiyan,2013,0,5,5
3446,PH112503000,BOSTON,Haiyan,2013,0,3,3
3447,PH112505000,CATEEL,Haiyan,2013,5,3,8
3448,PH112508000,MANAY,Haiyan,2013,3,,3
3449,PH112511000,TARRAGONA,Haiyan,2013,2,0,2
3450,PH118603000,MALITA,Haiyan,2013,1,2,3
3451,PH166701000,ALEGRIA,Haiyan,2013,2,2,4
3452,PH166702000,BACUAG,Haiyan,2013,1,44,45
3453,PH166704000,BURGOS,Haiyan,2013,2,66,68
3454,PH166707000,DAPA,Haiyan,2013,7,75,82
3455,PH166708000,DEL CARMEN,Haiyan,2013,27,1078,1105
3456,PH166715000,MALIMONO,Haiyan,2013,,98,98
3457,PH166719000,SAN FRANCISCO (ANAO-AON),Haiyan,2013,,,0
3458,PH166716000,PILAR,Haiyan,2013,10,889,899
3459,PH166717000,PLACER,Haiyan,2013,,21,21
3460,PH166718000,SAN BENITO,Haiyan,2013,3,357,360
3461,PH166722000,SISON,Haiyan,2013,4,67,71
3462,PH166723000,SOCORRO,Haiyan,2013,,5,5
3463,PH166724000,SURIGAO CITY (Capital),Haiyan,2013,2,12,14
3464,PH166812000,LINGIG,Haiyan,2013,44,79,123
3465,PH168502000,CAGDIANAO,Haiyan,2013,12,25,37
3466,PH168501000,BASILISA (RIZAL),Haiyan,2013,27,331,358
3467,PH168504000,LIBJO (ALBOR),Haiyan,2013,,290,290
3468,PH168505000,LORETO,Haiyan,2013,245,874,1119
3469,PH168503000,DINAGAT,Haiyan,2013,,512,512
3470,PH168506000,SAN JOSE (Capital),Haiyan,2013,59,972,1031
3471,PH168507000,TUBAJON,Haiyan,2013,19,401,420
3472,PH160308000,SAN FRANCISCO,Haiyan,2013,2,40,42
